textID,text,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
470f2669c4,well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,night,70-100,Canada,37742154,9093510,4
53aae02026,being new to Twitter?!?!?,morning,0-20,Central African Republic,4829767,622980,8
ec946f285d,"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",noon,21-30,Chad,16425864,1259200,13
0b25a31b7e,is surfin`..,night,31-45,Chile,19116201,743532,26
d2a3207aae, Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!,morning,46-60,China,1439323776,9388211,153
5dbb7ae2a3,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,noon,60-70,Colombia,50882891,1109500,46
151779dfad,Ok. Over exagerrated. Twitter is not to bad.... I guess.,night,70-100,Comoros,869601,1861,467
c4393e4cba, HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
88051e4bea," Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",noon,21-30,Costa Rica,5094118,51060,100
845495ffac,But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,night,31-45,Croatia,4105267,55960,73
241afcd4ec,Getting the FAB portraits ready to upload today,morning,46-60,Cuba,11326616,106440,106
eb85ce805d, You have DSL? Welcome to 2009!,noon,60-70,Cyprus,1207359,9240,131
a04227ef4e,Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,night,70-100,Czechia (Czech Republic),10708981,77240,139
98c11bdba8,its too hot in my room. i wanna go swimming.,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
11634e3bf7, We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,noon,21-30,Denmark,5792202,42430,137
944cb46d62, http://twitpic.com/4so0u - OOO i wish i was her  he`s hot,night,31-45,Djibouti,988000,23180,43
c9dfbf4275, I have a new found respect for you now that I know you know the Konami code!,morning,46-60,Dominica,71986,750,96
1c2a41d71e, At work at the mo and it`s so sunny here today   Off to see a band tonight!!,noon,60-70,Dominican Republic,10847910,4.83E+04,225
c5d1af4ed5, Ace @ the exams!,night,70-100,Ecuador,17643054,248360,71
8c582b0575,It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,morning,0-20,Egypt,102334404,995450,103
db331541b6," my name is Jason, but sunshine works too.",noon,21-30,El Salvador,6486205,20720,313
82c72d7fd0, took my forum access away   fail.,night,31-45,Equatorial Guinea,1402985,28050,50
ade8ce79b8,"lied last weekend when she said she wouldn`t get upset, just an FYI.",morning,46-60,Eritrea,3546421,101000,35
80d96cab37," hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",noon,60-70,Estonia,1326535,42390,31
2a054d9205, yeah i want to know what that is too!,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
2f8250d0df,the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????,morning,0-20,Ethiopia,114963588,1000000,115
0c83190ad8,"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",noon,21-30,Fiji,896445,18270,49
7ebaf21cf7,hanging out with my babyy,night,31-45,Finland,5540720,3.04E+05,18
cabf8f9dea, Not yet.... too early in the AM,morning,46-60,France,65273511,547557,119
706a860942,"_tron oh god, whose tire?",noon,60-70,Gabon,2225734,257670,9
5de3c34293,i am the only arabic girl who`s online  every one is  a sleep ..,night,70-100,Gambia,2416668,10120,239
327f378bd9,I ate Something I don`t know what it is... Why do I keep Telling things about food,morning,0-20,Georgia,3989167,69490,57
9d187014d5,Good morning... Iï¿½m soooo tierd,noon,21-30,Germany,83783942,348560,240
e4f5ac16a7,_n Where can I get some?,night,31-45,Ghana,31072940,227540,137
7120ebfa1b,  just wanna be there tonight,morning,46-60,Greece,10423054,128900,81
1b64ea8f30,It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,noon,60-70,Grenada,112523,340,331
954f523ded," very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",night,70-100,Guatemala,17915568,107160,167
ed4b3d03eb,I took my antibiotics and I still feel like ****,morning,0-20,Guinea,13132795,2.46E+05,53
87187923db,How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore,noon,21-30,Guinea-Bissau,1968001,28120,70
bd13675621,...Nomore adventure time,night,31-45,Guyana,786552,196850,4
e389e41385,"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",morning,46-60,Haiti,11402528,27560,414
88375a5f3e,"Laura`s gone for the weekend, I miss her already!",noon,60-70,Holy See,801,0,2003
7257f9b2b0,had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,night,70-100,Honduras,9904607,111890,89
d80d99b28c,Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,morning,0-20,Hungary,9660351,90530,107
f6d3caf9ed,All my spare time seems `twill be spent doing homework this weekend.,noon,21-30,Iceland,341243,100250,3
a00246028f,LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,night,31-45,India,1380004385,2973190,464
57f432f582,"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",morning,46-60,Indonesia,273523615,1811570,151
14193ff01c,5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,noon,60-70,Iran,83992949,1.63E+06,52
07a8205fee,I wanna be at BEA as well!!!!   #BEA09,night,70-100,Iraq,40222493,434320,93
11e23ea0ed, lol -catch me if u can,morning,0-20,Ireland,4937786,68890,72
9198679ac1,stupid wireless!!,noon,21-30,Israel,8655535,21640,400
348804d270," HAHAAH! Crys, you blowing the fuses is a typical move",night,31-45,Italy,60461826,294140,206
dd7a9fb210,"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",morning,46-60,Jamaica,2961167,10830,273
839095ea38,"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",noon,60-70,Japan,126476461,364555,347
fb10c20429,has a saw thumb from playing Virtua Tennis...,night,70-100,Jordan,10203134,88780,115
f52e7e5a88," We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",morning,0-20,Kazakhstan,18776707,2699700,7
db4a79059a,Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,noon,21-30,Kenya,53771296,569140,94
9114d80bac,Laundry time and LOTS of it!,night,31-45,Kiribati,119449,8.10E+02,147
7674cfa90a," ha ha, no, will be thankful i am not dragging them up a mountain today",morning,46-60,Kuwait,4270571,17820,240
7dc87b5fc5,"Had a great time with mpix shootout, just great  thanks mpix...",noon,60-70,Kyrgyzstan,6524195,191800,34
6328fd1b81,"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",night,70-100,Laos,7275560,230800,32
0473875c4a,sad ending to the softball season.,morning,0-20,Latvia,1886198,62200,30
3709c4e1be,Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,noon,21-30,Lebanon,6825445,10230,667
962ca0488f,_ Well their not gonna fit her in with this big long advertisement,night,31-45,Lesotho,2142249,30360,71
846d43bc8f,Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,morning,46-60,Liberia,5057681,96320,53
aa6e04fee2,Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,noon,60-70,Libya,6871292,1759540,4
b84d47c65f,http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,night,70-100,Liechtenstein,38128,160,238
646d1df036,@_Freya Good Night,morning,0-20,Lithuania,2722289,6.27E+04,43
b00763f904,"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",noon,21-30,Luxembourg,625978,2590,242
da60c4db48,. very much enjoyed your 'whats in a name' article,night,31-45,Madagascar,27691018,581795,48
ebecd8135f, yeahh,morning,46-60,Malawi,19129952,94280,203
5b584d38ff,4 hours till Mothers Day Party  Yeah!,noon,60-70,Malaysia,32365999,328550,99
eaf8a522e9, arrr bummer  who do you want to win?,night,70-100,Maldives,540544,300,1802
4e38efebc2,eating my roommate`s cereal. sorry bro,morning,0-20,Mali,20250833,1220190,17
3195d34e5b, Good news about the tooth!,noon,21-30,Malta,441543,320,1380
8d2be5bfc8," Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",night,31-45,Marshall Islands,59190,180,329
6788d6c565,Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),morning,46-60,Mauritania,4649658,1030700,5
fd7434a0e9,is done with classes for her freshman year.,noon,60-70,Mauritius,1271768,2.03E+03,626
3e3496c6d4, it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,night,70-100,Mexico,128932753,1943950,66
81defce8a3,  http://twitter.com/friends?page=20 press previous on that page.,morning,0-20,Micronesia,115023,700,164
62ed3d6141, What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,noon,21-30,Moldova,4033963,32850,123
1219ed4a21,LOVE ME LOVE ME SAY THAT YOU LOVE ME...,night,31-45,Monaco,39242,1,26337
9c90694664,Why didn`t my favorite spotters last tweet go to my phone,morning,46-60,Mongolia,3278290,1553560,2
c35b8dbb8a,    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,noon,60-70,Montenegro,628066,13450,47
b39dbc6ee5,__ Thanks. It`s SO annoying!,night,70-100,Morocco,36910560,446300,83
3df0f721e1,"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",morning,0-20,Mozambique,31255435,786380,40
e9c8585ad1,I have the biggest crush on Pink but she doesn`t know I`m alive,noon,21-30,Myanmar (formerly Burma),54409800,653290,83
2c9d5de236,Happy Mother`s Day everyone,night,31-45,Namibia,2540905,8.23E+05,3
f3912c1463,"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",morning,46-60,Nauru,10824,20,541
fc5aa0f34f, thanks so much for the belated #followfriday shout out #payingitforward,noon,60-70,Nepal,29136808,143350,203
ce71d002ec,Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,night,70-100,Netherlands,17134872,33720,508
dab7f56791," **** brah, u not happy?",morning,0-20,New Zealand,4822233,263310,18
4c1733246f, hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,noon,21-30,Nicaragua,6624554,120340,55
cc1f8918df,is in history,night,31-45,Niger,24206644,1266700,19
76f0861133, happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,morning,46-60,Nigeria,206139589,910770,226
074b2d89dd, an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,noon,60-70,North Korea,25778816,120410,214
398d591255, haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,night,70-100,North Macedonia,2083374,25220,83
f8d8ebaf8d,new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,morning,0-20,Norway,5421241,3.65E+05,15
a267c3e874, We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,noon,21-30,Oman,5106626,309500,16
c6e5884baa,Nice days like this make me miss Alki,night,31-45,Pakistan,220892340,770880,287
b1ddb9811e,_Fizz he`s really not into new people  I dunno em but he said he`d try,morning,46-60,Palau,18094,460,39
e30721df0d,At the  concert! I hope  makes a guest appearance,noon,60-70,Palestine State,5101414,6020,847
ac4a84a76c, Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,night,70-100,Panama,4314767,74340,58
959c593450," I keep trying to invite  out, but I think she`s afraid of me.",morning,0-20,Papua New Guinea,8947024,452860,20
f20074e0d0, thanks for the #followfriday as you can see us South Africans were on holiday on fri,noon,21-30,Paraguay,7132538,397300,18
259b075523,ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,night,31-45,Peru,32971854,1280000,26
19365e33a0,july!!!!,morning,46-60,Philippines,109581078,298170,368
78b24a76c4, Which denomination? I`m at the library and everything`s blocked.,noon,60-70,Poland,37846611,3.06E+05,124
00276ae6b1,Emoticons by Christian. '  ' http://twitpic.com/66riq,night,70-100,Portugal,10196709,91590,111
3592e3ebc9, Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,morning,0-20,Qatar,2881053,11610,248
79c57e46eb," Hey, sorry I got off last night!",noon,21-30,Romania,19237691,230170,84
54eba9eb73, Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,night,31-45,Russia,145934462,16376870,9
e17302312e,"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",morning,46-60,Rwanda,12952218,24670,525
360af83c85,Good episode of Top Gear tonight.,noon,60-70,Saint Kitts and Nevis,53199,260,205
4331a46aba,awhile ago it freaking hot! now it`s wet  turn off!,night,70-100,Saint Lucia,183627,610,301
10502f22bf," It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",morning,0-20,Saint Vincent and the Grenadines,110940,390,284
6d7cbd206f," ta babe, you know me i do love your curried",noon,21-30,Samoa,198414,2830,70
5be9ccda69, Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,night,31-45,San Marino,33931,6.00E+01,566
0dc0eb905d,Not found: the thing I was looking for,morning,46-60,Sao Tome and Principe,219159,960,228
a29a76a54c, so sad i have to pay $60,noon,60-70,Saudi Arabia,34813871,2149690,16
63491134ab, i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,night,70-100,Senegal,16743927,192530,87
4fb2131d08," aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",morning,0-20,Serbia,8737371,87460,100
2cec07986b,"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",noon,21-30,Seychelles,98347,460,214
5e84445c6a,doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,night,31-45,Sierra Leone,7976983,72180,111
fd5eece5b2,Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,morning,46-60,Singapore,5850342,700,8358
7b88197891,my msn crashes way too much  hmph,noon,60-70,Slovakia,5459642,48088,114
3ba8596881,"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",night,70-100,Slovenia,2078938,20140,103
